participantNo,task,condition,forCond,mode,block,trialNo,missCount,dockingTime,wrongModeCount,posMissCount,prevMode
12,baseline,"pen,pen","trackpad,pen",pen,2,1,0,651,0,0,pen
12,baseline,"pen,pen","trackpad,pen",pen,2,2,0,833,0,0,pen
12,baseline,"pen,pen","trackpad,pen",pen,2,3,0,888,0,0,pen
12,baseline,"pen,pen","trackpad,pen",pen,2,4,0,802,0,0,pen
12,baseline,"pen,pen","trackpad,pen",pen,2,5,0,750,0,0,pen
12,baseline,"pen,pen","trackpad,pen",pen,2,6,0,899,0,0,pen
12,baseline,"pen,pen","trackpad,pen",pen,2,7,0,820,0,0,pen
12,baseline,"touch,touch","mouse,touch",touch,1,1,1,971,0,1,touch
12,baseline,"touch,touch","mouse,touch",touch,1,2,1,485,0,1,touch
12,baseline,"touch,touch","mouse,touch",touch,1,3,0,1223,0,0,touch
12,baseline,"touch,touch","mouse,touch",touch,1,4,0,808,0,0,touch
12,baseline,"touch,touch","mouse,touch",touch,1,5,0,881,0,0,touch
12,baseline,"touch,touch","mouse,touch",touch,1,6,0,1279,0,0,touch
12,baseline,"touch,touch","mouse,touch",touch,1,7,0,1232,0,0,touch
12,baseline,"touch,touch","mouse,touch",touch,2,1,0,700,0,0,touch
12,baseline,"touch,touch","mouse,touch",touch,2,2,0,921,0,0,touch
12,baseline,"touch,touch","mouse,touch",touch,2,3,0,837,0,0,touch
12,baseline,"touch,touch","mouse,touch",touch,2,4,0,1021,0,0,touch
12,baseline,"touch,touch","mouse,touch",touch,2,5,1,1171,0,1,touch
12,baseline,"touch,touch","mouse,touch",touch,2,6,0,799,0,0,touch
12,baseline,"touch,touch","mouse,touch",touch,2,7,0,866,0,0,touch
12,baseline,"touch,touch","pen,touch",touch,1,1,1,781,0,1,touch
12,baseline,"touch,touch","pen,touch",touch,1,2,0,774,0,0,touch
12,baseline,"touch,touch","pen,touch",touch,1,3,0,818,0,0,touch
12,baseline,"touch,touch","pen,touch",touch,1,4,0,935,0,0,touch
12,baseline,"touch,touch","pen,touch",touch,1,5,0,959,0,0,touch
12,baseline,"touch,touch","pen,touch",touch,1,6,0,960,0,0,touch
12,baseline,"touch,touch","pen,touch",touch,1,7,0,1314,0,0,touch
12,baseline,"touch,touch","pen,touch",touch,2,1,0,724,0,0,touch
12,baseline,"touch,touch","pen,touch",touch,2,2,0,721,0,0,touch
12,baseline,"touch,touch","pen,touch",touch,2,3,0,645,0,0,touch
12,baseline,"touch,touch","pen,touch",touch,2,4,0,320,0,0,touch
12,baseline,"touch,touch","pen,touch",touch,2,5,0,815,0,0,touch
12,baseline,"touch,touch","pen,touch",touch,2,6,0,1003,0,0,touch
12,baseline,"touch,touch","pen,touch",touch,2,7,0,823,0,1,touch
12,baseline,"touch,touch","trackpad,touch",touch,1,1,0,1188,0,0,touch
12,baseline,"touch,touch","trackpad,touch",touch,1,2,0,748,0,0,touch
12,baseline,"touch,touch","trackpad,touch",touch,1,3,0,695,0,0,touch
12,baseline,"touch,touch","trackpad,touch",touch,1,4,0,759,0,0,touch
12,baseline,"touch,touch","trackpad,touch",touch,1,5,0,1042,0,0,touch
12,baseline,"touch,touch","trackpad,touch",touch,1,6,0,941,0,0,touch
12,baseline,"touch,touch","trackpad,touch",touch,1,7,0,781,0,0,touch
12,baseline,"touch,touch","trackpad,touch",touch,2,1,0,714,0,0,touch
12,baseline,"touch,touch","trackpad,touch",touch,2,2,0,1404,0,0,touch
12,baseline,"touch,touch","trackpad,touch",touch,2,3,0,1061,0,0,touch
12,baseline,"touch,touch","trackpad,touch",touch,2,4,0,965,0,0,touch
12,baseline,"touch,touch","trackpad,touch",touch,2,5,0,1019,0,0,touch
12,baseline,"touch,touch","trackpad,touch",touch,2,6,0,910,0,0,touch
12,baseline,"touch,touch","trackpad,touch",touch,2,7,0,1242,0,0,touch
12,baseline,"trackpad,trackpad","mouse,trackpad",trackpad,1,1,1,1557,0,1,trackpad
12,baseline,"trackpad,trackpad","mouse,trackpad",trackpad,1,2,0,1256,0,0,trackpad
12,baseline,"trackpad,trackpad","mouse,trackpad",trackpad,1,3,0,1541,0,0,trackpad
12,baseline,"trackpad,trackpad","mouse,trackpad",trackpad,1,4,0,1646,0,0,trackpad
12,baseline,"trackpad,trackpad","mouse,trackpad",trackpad,1,5,1,1708,0,1,trackpad
12,baseline,"trackpad,trackpad","mouse,trackpad",trackpad,1,6,0,1455,0,0,trackpad
12,baseline,"trackpad,trackpad","mouse,trackpad",trackpad,1,7,0,1286,0,0,trackpad
12,baseline,"trackpad,trackpad","mouse,trackpad",trackpad,2,1,1,1015,0,1,trackpad
12,baseline,"trackpad,trackpad","mouse,trackpad",trackpad,2,2,0,1146,0,0,trackpad
12,baseline,"trackpad,trackpad","mouse,trackpad",trackpad,2,3,0,1524,0,0,trackpad
12,baseline,"trackpad,trackpad","mouse,trackpad",trackpad,2,4,0,775,0,0,trackpad
12,baseline,"trackpad,trackpad","mouse,trackpad",trackpad,2,5,0,1109,0,0,trackpad
12,baseline,"trackpad,trackpad","mouse,trackpad",trackpad,2,6,0,1132,0,0,trackpad
12,baseline,"trackpad,trackpad","mouse,trackpad",trackpad,2,7,0,1211,0,0,trackpad
12,baseline,"trackpad,trackpad","trackpad,touch",trackpad,1,1,0,1264,0,0,trackpad
12,baseline,"trackpad,trackpad","trackpad,touch",trackpad,1,2,0,1661,0,0,trackpad
12,baseline,"trackpad,trackpad","trackpad,touch",trackpad,1,3,1,1709,0,1,trackpad
12,baseline,"trackpad,trackpad","trackpad,touch",trackpad,1,4,1,1631,0,1,trackpad
12,baseline,"trackpad,trackpad","trackpad,touch",trackpad,1,5,1,2007,0,1,trackpad
12,baseline,"trackpad,trackpad","trackpad,touch",trackpad,1,6,0,1854,0,0,trackpad
12,baseline,"trackpad,trackpad","trackpad,touch",trackpad,1,7,0,1795,0,0,trackpad
12,baseline,"trackpad,trackpad","trackpad,touch",trackpad,2,1,0,1331,0,0,trackpad
12,baseline,"trackpad,trackpad","trackpad,touch",trackpad,2,2,0,1289,0,0,trackpad
12,baseline,"trackpad,trackpad","trackpad,touch",trackpad,2,3,0,1074,0,0,trackpad
12,baseline,"trackpad,trackpad","trackpad,touch",trackpad,2,4,0,1270,0,0,trackpad
12,baseline,"trackpad,trackpad","trackpad,touch",trackpad,2,5,0,789,0,0,trackpad
12,baseline,"trackpad,trackpad","trackpad,touch",trackpad,2,6,0,1679,0,0,trackpad
12,baseline,"trackpad,trackpad","trackpad,touch",trackpad,2,7,0,1364,0,0,trackpad
12,baseline,"trackpad,trackpad","trackpad,pen",trackpad,1,1,1,1131,0,1,trackpad
12,baseline,"trackpad,trackpad","trackpad,pen",trackpad,1,2,0,1763,0,0,trackpad
12,baseline,"trackpad,trackpad","trackpad,pen",trackpad,1,3,0,1310,0,0,trackpad
12,baseline,"trackpad,trackpad","trackpad,pen",trackpad,1,4,0,1617,0,0,trackpad
12,baseline,"trackpad,trackpad","trackpad,pen",trackpad,1,5,0,1359,0,0,trackpad
12,baseline,"trackpad,trackpad","trackpad,pen",trackpad,1,6,0,1318,0,0,trackpad
12,baseline,"trackpad,trackpad","trackpad,pen",trackpad,1,7,0,941,0,1,trackpad
12,baseline,"trackpad,trackpad","trackpad,pen",trackpad,2,1,0,1340,0,0,trackpad
12,baseline,"trackpad,trackpad","trackpad,pen",trackpad,2,2,0,956,0,0,trackpad
12,baseline,"trackpad,trackpad","trackpad,pen",trackpad,2,3,0,1272,0,0,trackpad
12,baseline,"trackpad,trackpad","trackpad,pen",trackpad,2,4,0,1176,0,0,trackpad
12,baseline,"trackpad,trackpad","trackpad,pen",trackpad,2,5,0,1601,0,0,trackpad
12,baseline,"trackpad,trackpad","trackpad,pen",trackpad,2,6,0,1084,0,0,trackpad
12,baseline,"trackpad,trackpad","trackpad,pen",trackpad,2,7,0,1103,0,0,trackpad
12,task,"mouse,pen",,mouse,1,1,1,1394,0,1,pen
12,task,"mouse,pen",,pen,1,2,0,829,0,0,mouse
12,task,"mouse,pen",,mouse,1,3,0,1602,0,0,pen
12,task,"mouse,pen",,pen,1,4,0,873,0,0,mouse
12,task,"mouse,pen",,mouse,1,5,0,1047,0,0,pen
12,task,"mouse,pen",,pen,1,6,0,834,0,0,mouse
12,task,"mouse,pen",,mouse,1,7,0,1452,0,0,pen
12,task,"mouse,pen",,pen,1,8,0,854,0,0,mouse
12,task,"mouse,pen",,mouse,1,9,0,1263,0,0,pen
12,task,"mouse,pen",,pen,1,10,0,998,0,0,mouse
12,task,"mouse,pen",,mouse,1,11,0,1231,0,0,pen
12,task,"mouse,pen",,pen,1,12,0,883,0,0,mouse
12,task,"mouse,pen",,mouse,1,13,0,1197,0,0,pen
12,task,"mouse,pen",,pen,1,14,0,1147,0,0,mouse
12,task,"mouse,pen",,mouse,2,1,0,1303,0,0,pen
12,task,"mouse,pen",,pen,2,2,1,1004,0,1,mouse
12,task,"mouse,pen",,mouse,2,3,0,1167,0,0,pen
12,task,"mouse,pen",,pen,2,4,0,960,0,0,mouse
12,task,"mouse,pen",,mouse,2,5,1,1167,0,1,pen
12,task,"mouse,pen",,pen,2,6,0,622,0,0,mouse
12,task,"mouse,pen",,mouse,2,7,0,1231,0,0,pen
12,task,"mouse,pen",,pen,2,8,0,818,0,0,mouse
12,task,"mouse,pen",,mouse,2,9,0,1107,0,0,pen
12,task,"mouse,pen",,pen,2,10,0,707,0,0,mouse
12,task,"mouse,pen",,mouse,2,11,0,1225,0,0,pen
12,task,"mouse,pen",,pen,2,12,0,714,0,0,mouse
12,task,"mouse,pen",,mouse,2,13,2,792,0,2,pen
12,task,"mouse,pen",,pen,2,14,0,919,0,0,mouse
12,task,"mouse,pen",,mouse,3,1,0,1570,0,0,pen
12,task,"mouse,pen",,pen,3,2,0,1027,0,0,mouse
12,task,"mouse,pen",,mouse,3,3,0,1815,0,0,pen
12,task,"mouse,pen",,pen,3,4,0,1035,0,0,mouse
12,task,"mouse,pen",,mouse,3,5,1,987,0,1,pen
12,task,"mouse,pen",,pen,3,6,0,1039,0,0,mouse
12,task,"mouse,pen",,mouse,3,7,0,1125,0,0,pen
12,task,"mouse,pen",,pen,3,8,0,1055,0,0,mouse
12,task,"mouse,pen",,mouse,3,9,1,1049,0,1,pen
12,task,"mouse,pen",,pen,3,10,0,1030,0,0,mouse
12,task,"mouse,pen",,mouse,3,11,0,1258,0,0,pen
12,task,"mouse,pen",,pen,3,12,0,975,0,0,mouse
12,task,"mouse,pen",,mouse,3,13,0,1166,0,0,pen
12,task,"mouse,pen",,pen,3,14,0,383,0,0,mouse
12,task,"mouse,pen",,mouse,4,1,0,1162,0,0,pen
12,task,"mouse,pen",,pen,4,2,0,739,0,0,mouse
12,task,"mouse,pen",,mouse,4,3,0,1047,0,0,pen
12,task,"mouse,pen",,pen,4,4,0,1000,0,0,mouse
12,task,"mouse,pen",,mouse,4,5,0,1677,0,0,pen
12,task,"mouse,pen",,pen,4,6,0,920,0,0,mouse
12,task,"mouse,pen",,mouse,4,7,0,792,0,0,pen
12,task,"mouse,pen",,pen,4,8,1,974,0,1,mouse
12,task,"mouse,pen",,mouse,4,9,0,1363,0,0,pen
12,task,"mouse,pen",,pen,4,10,0,970,0,0,mouse
12,task,"mouse,pen",,mouse,4,11,0,1184,0,0,pen
12,task,"mouse,pen",,pen,4,12,2,295,0,2,mouse
12,task,"mouse,pen",,mouse,4,13,0,779,0,0,pen
12,task,"mouse,pen",,pen,4,14,0,800,0,0,mouse
12,task,"mouse,touch",,mouse,1,1,0,853,0,0,touch
12,task,"mouse,touch",,touch,1,2,0,636,0,0,mouse
12,task,"mouse,touch",,mouse,1,3,0,1272,0,0,touch
12,task,"mouse,touch",,touch,1,4,0,888,0,0,mouse
12,task,"mouse,touch",,mouse,1,5,0,1258,0,0,touch
12,task,"mouse,touch",,touch,1,6,0,626,0,0,mouse
12,task,"mouse,touch",,mouse,1,7,0,704,0,0,touch
12,task,"mouse,touch",,touch,1,8,0,688,0,0,mouse
12,task,"mouse,touch",,mouse,1,9,1,1243,0,1,touch
12,task,"mouse,touch",,touch,1,10,0,830,0,0,mouse
12,task,"mouse,touch",,mouse,1,11,0,1424,0,0,touch
12,task,"mouse,touch",,touch,1,12,0,742,0,0,mouse
12,task,"mouse,touch",,mouse,1,13,0,956,0,0,touch
12,task,"mouse,touch",,touch,1,14,0,1385,0,0,mouse
12,task,"mouse,touch",,mouse,2,1,0,985,0,0,touch
12,task,"mouse,touch",,touch,2,2,0,826,0,0,mouse
12,task,"mouse,touch",,mouse,2,3,0,1110,0,0,touch
12,task,"mouse,touch",,touch,2,4,0,847,0,0,mouse
12,task,"mouse,touch",,mouse,2,5,0,1436,0,0,touch
12,task,"mouse,touch",,touch,2,6,0,803,0,0,mouse
12,task,"mouse,touch",,mouse,2,7,0,1257,0,0,touch
12,task,"mouse,touch",,touch,2,8,0,1167,0,0,mouse
12,task,"mouse,touch",,mouse,2,9,0,1273,0,0,touch
12,task,"mouse,touch",,touch,2,10,0,772,0,0,mouse
12,task,"mouse,touch",,mouse,2,11,0,1375,0,0,touch
12,task,"mouse,touch",,touch,2,12,0,855,0,0,mouse
12,task,"mouse,touch",,mouse,2,13,0,1572,0,0,touch
12,task,"mouse,touch",,touch,2,14,0,747,0,0,mouse
12,task,"mouse,touch",,mouse,3,1,0,1405,0,0,touch
12,task,"mouse,touch",,touch,3,2,0,977,0,0,mouse
12,task,"mouse,touch",,mouse,3,3,0,1033,0,0,touch
12,task,"mouse,touch",,touch,3,4,0,1363,0,0,mouse
12,task,"mouse,touch",,mouse,3,5,2,941,0,2,touch
12,task,"mouse,touch",,touch,3,6,0,839,0,0,mouse
12,task,"mouse,touch",,mouse,3,7,0,1032,0,0,touch
12,task,"mouse,touch",,touch,3,8,0,856,0,0,mouse
12,task,"mouse,touch",,mouse,3,9,0,897,0,0,touch
12,task,"mouse,touch",,touch,3,10,0,1000,0,0,mouse
12,task,"mouse,touch",,mouse,3,11,0,1499,0,0,touch
12,task,"mouse,touch",,touch,3,12,0,1491,0,0,mouse
12,task,"mouse,touch",,mouse,3,13,0,1138,0,0,touch
12,task,"mouse,touch",,touch,3,14,0,744,0,0,mouse
12,task,"mouse,touch",,mouse,4,1,1,1152,0,1,touch
12,task,"mouse,touch",,touch,4,2,0,1026,0,0,mouse
12,task,"mouse,touch",,mouse,4,3,0,1392,0,0,touch
12,task,"mouse,touch",,touch,4,4,2,1379,0,2,mouse
12,task,"mouse,touch",,mouse,4,5,0,1768,0,0,touch
12,task,"mouse,touch",,touch,4,6,0,1340,0,0,mouse
12,task,"mouse,touch",,mouse,4,7,0,1803,0,0,touch
12,task,"mouse,touch",,touch,4,8,0,1089,0,0,mouse
12,task,"mouse,touch",,mouse,4,9,0,1804,0,0,touch
12,task,"mouse,touch",,touch,4,10,0,891,0,0,mouse
12,task,"mouse,touch",,mouse,4,11,0,1723,0,0,touch
12,task,"mouse,touch",,touch,4,12,0,1581,0,0,mouse
12,task,"mouse,touch",,mouse,4,13,0,1286,0,0,touch
12,task,"mouse,touch",,touch,4,14,0,1419,0,0,mouse
12,task,"mouse,trackpad",,mouse,1,1,0,1317,0,0,trackpad
12,task,"mouse,trackpad",,trackpad,1,2,0,1932,0,0,mouse
12,task,"mouse,trackpad",,mouse,1,3,0,1197,0,0,trackpad
12,task,"mouse,trackpad",,trackpad,1,4,0,1554,0,0,mouse
12,task,"mouse,trackpad",,mouse,1,5,0,1306,0,0,trackpad
12,task,"mouse,trackpad",,trackpad,1,6,0,1407,0,0,mouse
12,task,"mouse,trackpad",,mouse,1,7,0,1305,0,0,trackpad
12,task,"mouse,trackpad",,trackpad,1,8,0,1768,0,0,mouse
12,task,"mouse,trackpad",,mouse,1,9,0,1274,0,0,trackpad
12,task,"mouse,trackpad",,trackpad,1,10,0,1309,0,0,mouse
12,task,"mouse,trackpad",,mouse,1,11,0,1208,0,0,trackpad
12,task,"mouse,trackpad",,trackpad,1,12,0,1493,0,0,mouse
12,task,"mouse,trackpad",,mouse,1,13,0,1330,0,0,trackpad
12,task,"mouse,trackpad",,trackpad,1,14,0,1420,0,0,mouse
12,task,"mouse,trackpad",,mouse,2,1,0,1064,0,0,trackpad
12,task,"mouse,trackpad",,trackpad,2,2,2,1812,0,2,mouse
12,task,"mouse,trackpad",,mouse,2,3,0,1702,0,0,trackpad
12,task,"mouse,trackpad",,trackpad,2,4,0,1512,0,0,mouse
12,task,"mouse,trackpad",,mouse,2,5,0,1335,0,0,trackpad
12,task,"mouse,trackpad",,trackpad,2,6,0,1317,0,0,mouse
12,task,"mouse,trackpad",,mouse,2,7,0,1075,0,0,trackpad
12,task,"mouse,trackpad",,trackpad,2,8,0,1752,0,0,mouse
12,task,"mouse,trackpad",,mouse,2,9,0,1169,0,0,trackpad
12,task,"mouse,trackpad",,trackpad,2,10,0,2030,0,0,mouse
12,task,"mouse,trackpad",,mouse,2,11,0,1074,0,0,trackpad
12,task,"mouse,trackpad",,trackpad,2,12,0,1520,0,0,mouse
12,task,"mouse,trackpad",,mouse,2,13,0,893,0,0,trackpad
12,task,"mouse,trackpad",,trackpad,2,14,0,1345,0,0,mouse
12,task,"mouse,trackpad",,mouse,3,1,0,1073,0,0,trackpad
12,task,"mouse,trackpad",,trackpad,3,2,0,2381,0,0,mouse
12,task,"mouse,trackpad",,mouse,3,3,0,1551,0,0,trackpad
12,task,"mouse,trackpad",,trackpad,3,4,0,1243,0,0,mouse
12,task,"mouse,trackpad",,mouse,3,5,2,1867,0,2,trackpad
12,task,"mouse,trackpad",,trackpad,3,6,1,1479,0,1,mouse
12,task,"mouse,trackpad",,mouse,3,7,0,1703,0,0,trackpad
12,task,"mouse,trackpad",,trackpad,3,8,1,1227,0,1,mouse
12,task,"mouse,trackpad",,mouse,3,9,2,1257,0,2,trackpad
12,task,"mouse,trackpad",,trackpad,3,10,0,1211,0,0,mouse
12,task,"mouse,trackpad",,mouse,3,11,0,1215,0,0,trackpad
12,task,"mouse,trackpad",,trackpad,3,12,0,1706,0,0,mouse
12,task,"mouse,trackpad",,mouse,3,13,0,1241,0,0,trackpad
12,task,"mouse,trackpad",,trackpad,3,14,0,1393,0,0,mouse
12,task,"mouse,trackpad",,mouse,4,1,0,1228,0,0,trackpad
12,task,"mouse,trackpad",,trackpad,4,2,0,1423,0,0,mouse
12,task,"mouse,trackpad",,mouse,4,3,0,1044,0,0,trackpad
12,task,"mouse,trackpad",,trackpad,4,4,1,1420,0,1,mouse
12,task,"mouse,trackpad",,mouse,4,5,0,1123,0,0,trackpad
12,task,"mouse,trackpad",,trackpad,4,6,0,1211,0,0,mouse
12,task,"mouse,trackpad",,mouse,4,7,0,1451,0,0,trackpad
12,task,"mouse,trackpad",,trackpad,4,8,0,1870,0,0,mouse
12,task,"mouse,trackpad",,mouse,4,9,0,1898,0,0,trackpad
12,task,"mouse,trackpad",,trackpad,4,10,0,1737,0,0,mouse
12,task,"mouse,trackpad",,mouse,4,11,1,1830,0,1,trackpad
12,task,"mouse,trackpad",,trackpad,4,12,0,1737,0,0,mouse
12,task,"mouse,trackpad",,mouse,4,13,0,1782,0,0,trackpad
12,task,"mouse,trackpad",,trackpad,4,14,0,1589,0,0,mouse
12,task,"pen,touch",,pen,1,1,0,703,0,0,touch
12,task,"pen,touch",,touch,1,2,0,698,0,0,pen
12,task,"pen,touch",,pen,1,3,0,689,0,0,touch
12,task,"pen,touch",,touch,1,4,0,729,0,0,pen
12,task,"pen,touch",,pen,1,5,1,864,0,1,touch
12,task,"pen,touch",,touch,1,6,0,743,0,0,pen
12,task,"pen,touch",,pen,1,7,1,83,0,1,touch
12,task,"pen,touch",,touch,1,8,0,906,0,0,pen
12,task,"pen,touch",,pen,1,9,0,759,0,0,touch
12,task,"pen,touch",,touch,1,10,0,1140,0,0,pen
12,task,"pen,touch",,pen,1,11,0,870,0,0,touch
12,task,"pen,touch",,touch,1,12,0,943,0,0,pen
12,task,"pen,touch",,pen,1,13,0,800,0,0,touch
12,task,"pen,touch",,touch,1,14,0,349,0,1,pen
12,task,"pen,touch",,pen,2,1,0,772,0,0,touch
12,task,"pen,touch",,touch,2,2,0,663,0,0,pen
12,task,"pen,touch",,pen,2,3,0,791,0,0,touch
12,task,"pen,touch",,touch,2,4,0,557,0,0,pen
12,task,"pen,touch",,pen,2,5,0,736,0,0,touch
12,task,"pen,touch",,touch,2,6,2,552,2,0,pen
12,task,"pen,touch",,pen,2,7,0,624,0,0,touch
12,task,"pen,touch",,touch,2,8,0,660,0,0,pen
12,task,"pen,touch",,pen,2,9,0,814,0,0,touch
12,task,"pen,touch",,touch,2,10,0,829,0,0,pen
12,task,"pen,touch",,pen,2,11,0,399,0,0,touch
12,task,"pen,touch",,touch,2,12,0,816,0,0,pen
12,task,"pen,touch",,pen,2,13,0,860,0,0,touch
12,task,"pen,touch",,touch,2,14,0,965,0,0,pen
12,task,"pen,touch",,pen,3,1,2,834,0,2,touch
12,task,"pen,touch",,touch,3,2,0,743,0,0,pen
12,task,"pen,touch",,pen,3,3,0,677,0,0,touch
12,task,"pen,touch",,touch,3,4,0,1049,0,0,pen
12,task,"pen,touch",,pen,3,5,0,772,0,0,touch
12,task,"pen,touch",,touch,3,6,0,770,0,0,pen
12,task,"pen,touch",,pen,3,7,0,661,0,0,touch
12,task,"pen,touch",,touch,3,8,0,838,0,0,pen
12,task,"pen,touch",,pen,3,9,0,806,0,0,touch
12,task,"pen,touch",,touch,3,10,0,834,0,0,pen
12,task,"pen,touch",,pen,3,11,0,615,0,0,touch
12,task,"pen,touch",,touch,3,12,0,740,0,0,pen
12,task,"pen,touch",,pen,3,13,0,746,0,0,touch
12,task,"pen,touch",,touch,3,14,0,838,0,0,pen
12,task,"pen,touch",,pen,4,1,0,847,0,0,touch
12,task,"pen,touch",,touch,4,2,0,630,0,0,pen
12,task,"pen,touch",,pen,4,3,0,814,0,0,touch
12,task,"pen,touch",,touch,4,4,0,909,0,0,pen
12,task,"pen,touch",,pen,4,5,0,805,0,0,touch
12,task,"pen,touch",,touch,4,6,0,1451,0,0,pen
12,task,"pen,touch",,pen,4,7,0,668,0,0,touch
12,task,"pen,touch",,touch,4,8,3,545,0,3,pen
12,task,"pen,touch",,pen,4,9,0,690,0,0,touch
12,task,"pen,touch",,touch,4,10,1,850,0,1,pen
12,task,"pen,touch",,pen,4,11,0,791,0,0,touch
12,task,"pen,touch",,touch,4,12,0,860,0,0,pen
12,task,"pen,touch",,pen,4,13,0,838,0,0,touch
12,task,"pen,touch",,touch,4,14,0,1354,0,2,pen
12,task,"trackpad,pen",,trackpad,1,1,0,1512,0,0,pen
12,task,"trackpad,pen",,pen,1,2,0,702,0,0,trackpad
12,task,"trackpad,pen",,trackpad,1,3,0,1020,0,0,pen
12,task,"trackpad,pen",,pen,1,4,0,920,0,0,trackpad
12,task,"trackpad,pen",,trackpad,1,5,0,1757,0,0,pen
12,task,"trackpad,pen",,pen,1,6,0,767,0,0,trackpad
12,task,"trackpad,pen",,trackpad,1,7,1,2023,0,1,pen
12,task,"trackpad,pen",,pen,1,8,0,807,0,0,trackpad
12,task,"trackpad,pen",,trackpad,1,9,0,1793,0,0,pen
12,task,"trackpad,pen",,pen,1,10,0,792,0,0,trackpad
12,task,"trackpad,pen",,trackpad,1,11,0,1584,0,0,pen
12,task,"trackpad,pen",,pen,1,12,0,826,0,0,trackpad
12,task,"trackpad,pen",,trackpad,1,13,0,2436,0,0,pen
12,task,"trackpad,pen",,pen,1,14,0,1030,0,0,trackpad
12,task,"trackpad,pen",,trackpad,2,1,0,1614,0,0,pen
12,task,"trackpad,pen",,pen,2,2,0,844,0,0,trackpad
12,task,"trackpad,pen",,trackpad,2,3,1,1721,0,1,pen
12,task,"trackpad,pen",,pen,2,4,0,966,0,0,trackpad
12,task,"trackpad,pen",,trackpad,2,5,0,1076,0,0,pen
12,task,"trackpad,pen",,pen,2,6,0,373,0,0,trackpad
12,task,"trackpad,pen",,trackpad,2,7,0,1690,0,0,pen
12,task,"trackpad,pen",,pen,2,8,0,772,0,0,trackpad
12,task,"trackpad,pen",,trackpad,2,9,0,1780,0,0,pen
12,task,"trackpad,pen",,pen,2,10,0,837,0,0,trackpad
12,task,"trackpad,pen",,trackpad,2,11,0,1702,0,0,pen
12,task,"trackpad,pen",,pen,2,12,1,799,0,1,trackpad
12,task,"trackpad,pen",,trackpad,2,13,0,1469,0,0,pen
12,task,"trackpad,pen",,pen,2,14,0,1080,0,0,trackpad
12,task,"trackpad,pen",,trackpad,3,1,0,1498,0,0,pen
12,task,"trackpad,pen",,pen,3,2,1,310,0,1,trackpad
12,task,"trackpad,pen",,trackpad,3,3,0,1437,0,0,pen
12,task,"trackpad,pen",,pen,3,4,0,763,0,0,trackpad
12,task,"trackpad,pen",,trackpad,3,5,0,1842,0,0,pen
12,task,"trackpad,pen",,pen,3,6,0,887,0,0,trackpad
12,task,"trackpad,pen",,trackpad,3,7,0,1942,0,0,pen
12,task,"trackpad,pen",,pen,3,8,0,857,0,0,trackpad
12,task,"trackpad,pen",,trackpad,3,9,0,1258,0,0,pen
12,task,"trackpad,pen",,pen,3,10,0,877,0,0,trackpad
12,task,"trackpad,pen",,trackpad,3,11,0,1678,0,0,pen
12,task,"trackpad,pen",,pen,3,12,0,736,0,0,trackpad
12,task,"trackpad,pen",,trackpad,3,13,1,1549,0,1,pen
12,task,"trackpad,pen",,pen,3,14,0,1075,0,0,trackpad
12,task,"trackpad,pen",,trackpad,4,1,0,1391,0,0,pen
12,task,"trackpad,pen",,pen,4,2,0,929,0,0,trackpad
12,task,"trackpad,pen",,trackpad,4,3,0,1625,0,0,pen
12,task,"trackpad,pen",,pen,4,4,0,734,0,0,trackpad
12,task,"trackpad,pen",,trackpad,4,5,0,1438,0,0,pen
12,task,"trackpad,pen",,pen,4,6,0,970,0,0,trackpad
12,task,"trackpad,pen",,trackpad,4,7,0,1615,0,0,pen
12,task,"trackpad,pen",,pen,4,8,0,753,0,0,trackpad
12,task,"trackpad,pen",,trackpad,4,9,0,1513,0,0,pen
12,task,"trackpad,pen",,pen,4,10,0,880,0,0,trackpad
12,task,"trackpad,pen",,trackpad,4,11,0,1560,0,0,pen
12,task,"trackpad,pen",,pen,4,12,0,682,0,0,trackpad
12,task,"trackpad,pen",,trackpad,4,13,0,1226,0,0,pen
12,task,"trackpad,pen",,pen,4,14,0,713,0,0,trackpad
12,task,"trackpad,touch",,trackpad,1,1,0,1632,0,0,touch
12,task,"trackpad,touch",,touch,1,2,1,889,1,0,trackpad
12,task,"trackpad,touch",,trackpad,1,3,0,1601,0,0,touch
12,task,"trackpad,touch",,touch,1,4,0,696,0,0,trackpad
12,task,"trackpad,touch",,trackpad,1,5,0,1506,0,0,touch
12,task,"trackpad,touch",,touch,1,6,0,493,0,0,trackpad
12,task,"trackpad,touch",,trackpad,1,7,0,1617,0,0,touch
12,task,"trackpad,touch",,touch,1,8,0,853,0,0,trackpad
12,task,"trackpad,touch",,trackpad,1,9,0,1471,0,0,touch
12,task,"trackpad,touch",,touch,1,10,0,961,0,0,trackpad
12,task,"trackpad,touch",,trackpad,1,11,0,993,0,0,touch
12,task,"trackpad,touch",,touch,1,12,0,932,0,0,trackpad
12,task,"trackpad,touch",,trackpad,1,13,1,1741,0,1,touch
12,task,"trackpad,touch",,touch,1,14,0,845,0,0,trackpad
12,task,"trackpad,touch",,trackpad,2,1,0,1932,0,0,touch
12,task,"trackpad,touch",,touch,2,2,0,831,0,0,trackpad
12,task,"trackpad,touch",,trackpad,2,3,0,1497,0,0,touch
12,task,"trackpad,touch",,touch,2,4,1,811,1,0,trackpad
12,task,"trackpad,touch",,trackpad,2,5,0,1739,0,0,touch
12,task,"trackpad,touch",,touch,2,6,0,842,0,0,trackpad
